Invoice/Item Number;Date;Store Number;Store Name;Address;City;Zip Code;Store Location;County Number;County;Category;Category Name;Vendor Number;Vendor Name;Item Number;Item Description;Pack;Bottle Volume (ml);State Bottle Cost;State Bottle Retail;Bottles Sold;Sale (Dollars);Volume Sold (Liters);Volume Sold (Gallons);Long;Lat
INV-16512500029;2018-12-21 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1031100;American Vodkas;380;Phillips Beverage;37338;UV Vodka PET;6;1750;;;6;98,94;10,5;2,77;-95.385111;40.761736
INV-16508700014;2018-12-21 00:00:00;5626;Corwith Farm Service;205 NW Elm St;Corwith;50430;POINT (-93.957384 42.99274);41;HANCOCK;1031100;American Vodkas;380;Phillips Beverage;37348;Phillips Vodka;6;1750;;;6;68,4;10,5;2,77;-93.957384;42.99274
INV-16508500019;2018-12-21 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1031100;American Vodkas;300;McCormick Distilling Co.;36901;McCormick Vodka Mini;6;500;;;6;42,3;3;0,79;-93.603007;43.105833
INV-16512000062;2018-12-21 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1051100;American Brandies;434;LUXCO INC;54444;Paramount Apricot Brandy;24;375;;;4;21,32;1,5;0,39;-95.027238;40.739231
INV-16508500004;2018-12-21 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1012100;Canadian Whiskies;115;CONSTELLATION BRANDS INC;11774;Black Velvet;24;375;;;24;110,64;9;2,37;-93.603007;43.105833
INV-16511900006;2018-12-21 00:00:00;4249;Fareway Stores #048 / Clarinda;115 Essie Davison Dr;Clarinda;51632;POINT (-95.040293 40.724008);73;PAGE;1081400;American Schnapps;65;Jim Beam Brands;82606;Dekuyper Sour Apple Pucker;12;750;;;12;116,52;9;2,37;-95.040293;40.724008
INV-16512000047;2018-12-21 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1011400;Tennessee Whiskies;85;Brown Forman Corp.;26821;Jack Daniels Old #7 Black Label Mini;12;500;;;1;13,59;0,5;0,13;-95.027238;40.739231
INV-16647600018;2018-12-31 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1031100;American Vodkas;297;Laird & Company;35918;Five O'Clock Vodka;6;1750;;;6;64,8;10,5;2,77;-93.801917;43.098696
INV-16512000082;2018-12-21 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1081300;American Cordials & Liqueur;434;LUXCO INC;78866;Paramount Creme de Cacao White;12;750;;;4;30;3;0,79;-95.027238;40.739231
INV-16508500008;2018-12-21 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1012100;Canadian Whiskies;55;SAZERAC NORTH AMERICA;12408;Canadian Ltd Whisky;6;1750;;;18;219,78;31,5;8,32;-93.603007;43.105833
INV-16517600017;2018-12-21 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1081200;Cream Liqueurs;300;McCormick Distilling Co.;68611;McCormick's Irish Cream;12;750;;;2;18;1,5;0,39;-93.801917;43.098696
INV-16512000016;2018-12-21 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1031100;American Vodkas;55;SAZERAC NORTH AMERICA;35318;Barton Vodka;6;1750;;;6;62,28;10,5;2,77;-95.027238;40.739231
INV-16511700026;2018-12-21 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1012100;Canadian Whiskies;395;PROXIMO;14192;Pendleton Canadian Whisky;12;750;;;4;78,6;3;0,79;-95.037849;40.726808
INV-16512000090;2018-12-21 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1701100;Temporary & Specialty Packages;346;OLE SMOKY DISTILLERY LLC;86739;Ole Smoky Apple Pie Moonshine 70prf Mini;8;300;;;3;39,39;0,9;0,23;-95.027238;40.739231
INV-16647600006;2018-12-31 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1012100;Canadian Whiskies;65;Jim Beam Brands;10627;Canadian Club Whisky;12;1000;;;12;174,84;12;3,17;-93.801917;43.098696
INV-16512500006;2018-12-21 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1062500;Flavored Rum;370;PERNOD RICARD USA;42712;Malibu Coconut Rum Mini;12;500;;;1;7,43;0,5;0,13;-95.385111;40.761736
INV-16512000069;2018-12-21 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1082000;Imported Cordials & Liqueurs;65;Jim Beam Brands;67006;Midori Melon Liqueur;12;750;;;2;34,48;1,5;0,39;-95.027238;40.739231
INV-16508500015;2018-12-21 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1011400;Tennessee Whiskies;85;Brown Forman Corp.;26821;Jack Daniels Old #7 Black Label Mini;12;500;;;12;163,08;6;1,58;-93.603007;43.105833
INV-16647600007;2018-12-31 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1012100;Canadian Whiskies;65;Jim Beam Brands;10628;Canadian Club Whisky;6;1750;;;6;130,5;10,5;2,77;-93.801917;43.098696
INV-16512500069;2018-12-21 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1012200;Scotch Whiskies;260;DIAGEO AMERICAS;5327;Johnnie Walker Black;12;1000;;;2;83,22;2;0,52;-95.385111;40.761736
INV-16508500010;2018-12-21 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1012100;Canadian Whiskies;65;Jim Beam Brands;15248;Windsor Canadian PET;6;1750;;;12;171;21;5,54;-93.603007;43.105833
INV-16647600008;2018-12-31 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1081400;American Schnapps;434;LUXCO INC;82147;Arrow Raspberry Schnapps;12;1000;;;12;90;12;3,17;-93.801917;43.098696
INV-16512300014;2018-12-21 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1012100;Canadian Whiskies;260;DIAGEO AMERICAS;10807;Crown Royal Regal Apple;12;750;;;12;280,68;9;2,37;-95.385114;40.760282
INV-16512500016;2018-12-21 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1081600;Whiskey Liqueur;421;SAZERAC COMPANY  INC;86881;Southern Comfort Mini;10;600;;;1;8,48;0,6;0,15;-95.385111;40.761736
INV-16512300001;2018-12-21 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1081600;Whiskey Liqueur;421;SAZERAC COMPANY  INC;64866;Fireball Cinnamon Whiskey;12;750;;;12;162;9;2,37;-95.385114;40.760282
INV-16512500047;2018-12-21 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1011200;Straight Bourbon Whiskies;55;SAZERAC NORTH AMERICA;21598;Ten High;6;1750;;;6;83,16;10,5;2,77;-95.385111;40.761736
INV-16512000032;2018-12-21 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1022200;100% Agave Tequila;240;William Grant & Sons Inc;88116;Milagro Silver Tequila;6;750;;;6;141,24;4,5;1,18;-95.027238;40.739231
INV-16647600019;2018-12-31 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1031100;American Vodkas;434;LUXCO INC;36308;Hawkeye Vodka;6;1750;;;6;64,56;10,5;2,77;-93.801917;43.098696
INV-16517600014;2018-12-21 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1031200;American Flavored Vodka;260;DIAGEO AMERICAS;77858;Smirnoff Whipped Cream;12;750;;;2;24,76;1,5;0,39;-93.801917;43.098696
INV-16512000057;2018-12-21 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1031200;American Flavored Vodka;259;Heaven Hill Brands;40151;Deep Eddy Cranberry Mini;6;600;;;1;7,26;0,6;0,15;-95.027238;40.739231
INV-16512300010;2018-12-21 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1011200;Straight Bourbon Whiskies;65;Jim Beam Brands;19068;Jim Beam;6;1750;;;6;188,94;10,5;2,77;-95.385114;40.760282
INV-16512000046;2018-12-21 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1011400;Tennessee Whiskies;85;Brown Forman Corp.;26586;Gentleman Jack;12;750;;;2;60,04;1,5;0,39;-95.027238;40.739231
INV-16517600004;2018-12-21 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1091200;Neutral Grain Spirits;434;LUXCO INC;41846;Everclear Alcohol;12;750;;;12;162;9;2,37;-93.801917;43.098696
INV-16512200004;2018-12-21 00:00:00;4246;Fareway Stores #938 / Shenandoah;1007 S Fremont St;Shenandoah;51601;;73;PAGE;1031100;American Vodkas;380;Phillips Beverage;37338;UV Vodka PET;6;1750;;;6;98,94;10,5;2,77;;
INV-16647600025;2018-12-31 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1081200;Cream Liqueurs;306;MISSISSIPPI RIVER DISTIL;80236;Iowish Cream Liqueur;6;750;;;3;45,78;2,25;0,59;-93.801917;43.098696
INV-16512500058;2018-12-21 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1062400;Spiced Rum;259;Heaven Hill Brands;43028;Admiral Nelson Spiced Rum;6;1750;;;6;103,98;10,5;2,77;-95.385111;40.761736
INV-16508500002;2018-12-21 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1012100;Canadian Whiskies;260;DIAGEO AMERICAS;11290;Crown Royal Mini;10;300;;;10;110,3;3;0,79;-93.603007;43.105833
INV-16512500065;2018-12-21 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1022200;100% Agave Tequila;85;Brown Forman Corp.;89278;El Jimador Reposado Tequila;12;750;;;3;54,78;2,25;0,59;-95.385111;40.761736
INV-16517600001;2018-12-21 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1071100;Cocktails /RTD;55;SAZERAC NORTH AMERICA;57174;Chi-Chi's Skinny Margarita;6;1750;;;6;55,44;10,5;2,77;-93.801917;43.098696
INV-16511700019;2018-12-21 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1012100;Canadian Whiskies;115;CONSTELLATION BRANDS INC;11774;Black Velvet;24;375;;;3;13,83;1,12;0,29;-95.037849;40.726808
INV-16647600013;2018-12-31 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1031100;American Vodkas;300;McCormick Distilling Co.;36908;Mccormick Vodka Pet;6;1750;;;6;67,26;10,5;2,77;-93.801917;43.098696
INV-16512500020;2018-12-21 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1041100;American Dry Gins;260;DIAGEO AMERICAS;30318;Gordon's Gin London Dry - Pet;6;1750;;;6;99;10,5;2,77;-95.385111;40.761736
INV-16512000058;2018-12-21 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1031200;American Flavored Vodka;205;E & J Gallo Winery;40191;New Amsterdam Pineapple;24;200;;;4;14,96;0,8;0,21;-95.027238;40.739231
INV-16512000092;2018-12-21 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1022200;100% Agave Tequila;410;Patron Spirits Company;88291;Patron Silver Mini;10;300;;;1;30,45;0,3;0,07;-95.027238;40.739231
INV-16647600010;2018-12-31 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1012100;Canadian Whiskies;115;CONSTELLATION BRANDS INC;11788;Black Velvet;6;1750;;;12;188,16;21;5,54;-93.801917;43.098696
INV-16511700011;2018-12-21 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1031100;American Vodkas;55;SAZERAC NORTH AMERICA;35318;Barton Vodka;6;1750;;;12;124,56;21;5,54;-95.037849;40.726808
INV-16512300004;2018-12-21 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1031100;American Vodkas;205;E & J Gallo Winery;36969;New Amsterdam 80prf;12;750;;;12;135;9;2,37;-95.385114;40.760282
INV-16512000045;2018-12-21 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1701100;Temporary & Specialty Packages;65;Jim Beam Brands;428;Jim Beam Black w/2 Glasses;6;750;;;2;45,22;1,5;0,39;-95.027238;40.739231
INV-16512000040;2018-12-21 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1012100;Canadian Whiskies;260;DIAGEO AMERICAS;10790;Crown Royal Vanilla;24;375;;;4;48;1,5;0,39;-95.027238;40.739231
INV-16511700024;2018-12-21 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1011600;Straight Rye Whiskies;210;Three Rangers;27127;Three Rangers Whiskey;6;750;;;3;111,96;2,25;0,59;-95.037849;40.726808
INV-16512500066;2018-12-21 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1012200;Scotch Whiskies;266;Edrington Group USA LLC;4936;Famous Grouse Scotch;12;750;;;2;36,1;1,5;0,39;-95.385111;40.761736
INV-16512000071;2018-12-21 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1081100;Coffee Liqueurs;370;PERNOD RICARD USA;67527;Kahlua Coffee;12;1000;;;4;89,96;4;1,05;-95.027238;40.739231
INV-16508700013;2018-12-21 00:00:00;5626;Corwith Farm Service;205 NW Elm St;Corwith;50430;POINT (-93.957384 42.99274);41;HANCOCK;1012100;Canadian Whiskies;260;DIAGEO AMERICAS;10807;Crown Royal Regal Apple;12;750;;;12;280,68;9;2,37;-93.957384;42.99274
INV-16508500013;2018-12-21 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1011100;Blended Whiskies;297;Laird & Company;23828;Five Star;6;1750;;;6;68,58;10,5;2,77;-93.603007;43.105833
INV-16512200007;2018-12-21 00:00:00;4246;Fareway Stores #938 / Shenandoah;1007 S Fremont St;Shenandoah;51601;;73;PAGE;1031100;American Vodkas;421;SAZERAC COMPANY  INC;36978;Nikolai Vodka;6;1750;;;6;62,28;10,5;2,77;;
INV-16517600009;2018-12-21 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1031100;American Vodkas;297;Laird & Company;35918;Five O'Clock Vodka;6;1750;;;6;64,8;10,5;2,77;-93.801917;43.098696
INV-16512000030;2018-12-21 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1081400;American Schnapps;434;LUXCO INC;81208;Paramount Peppermint Schnapps;6;1750;;;6;67,5;10,5;2,77;-95.027238;40.739231
INV-16511900001;2018-12-21 00:00:00;4249;Fareway Stores #048 / Clarinda;115 Essie Davison Dr;Clarinda;51632;POINT (-95.040293 40.724008);73;PAGE;1032100;Imported Vodkas;370;PERNOD RICARD USA;34006;Absolut Swedish Vodka 80prf;12;750;;;24;413,76;18;4,75;-95.040293;40.724008
INV-16508700002;2018-12-21 00:00:00;5626;Corwith Farm Service;205 NW Elm St;Corwith;50430;POINT (-93.957384 42.99274);41;HANCOCK;1031100;American Vodkas;297;Laird & Company;35918;Five O'Clock Vodka;6;1750;;;6;64,8;10,5;2,77;-93.957384;42.99274
INV-16512500077;2018-12-21 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1081300;American Cordials & Liqueur;434;LUXCO INC;79026;Arrow Creme De Menthe Green;12;750;;;2;14,22;1,5;0,39;-95.385111;40.761736
INV-16508700011;2018-12-21 00:00:00;5626;Corwith Farm Service;205 NW Elm St;Corwith;50430;POINT (-93.957384 42.99274);41;HANCOCK;1012100;Canadian Whiskies;115;CONSTELLATION BRANDS INC;11774;Black Velvet;24;375;;;24;110,64;9;2,37;-93.957384;42.99274
INV-16511700006;2018-12-21 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1012100;Canadian Whiskies;115;CONSTELLATION BRANDS INC;11788;Black Velvet;6;1750;;;6;94,08;10,5;2,77;-95.037849;40.726808
INV-16512000018;2018-12-21 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1031100;American Vodkas;300;McCormick Distilling Co.;36908;Mccormick Vodka Pet;6;1750;;;6;67,26;10,5;2,77;-95.027238;40.739231
INV-16512000055;2018-12-21 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1031100;American Vodkas;260;DIAGEO AMERICAS;38008;Smirnoff 80prf PET;6;1750;;;2;44,26;3,5;0,92;-95.027238;40.739231
INV-16511700028;2018-12-21 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1011400;Tennessee Whiskies;85;Brown Forman Corp.;86670;Jack Daniels Tennessee Honey;12;750;;;2;46,72;1,5;0,39;-95.037849;40.726808
INV-16512500079;2018-12-21 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1082000;Imported Cordials & Liqueurs;130;DISARONNO INTERNATIONAL;64138;Disaronno;6;1750;;;1;30,26;1,75;0,46;-95.385111;40.761736
INV-16512000021;2018-12-21 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1031100;American Vodkas;301;FIFTH GENERATION INC;38177;Titos Handmade Vodka;12;1000;;;12;228,12;12;3,17;-95.027238;40.739231
INV-16512500057;2018-12-21 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1062400;Spiced Rum;260;DIAGEO AMERICAS;43285;Captain Morgan Original Spiced Rum Pet;12;750;;;12;163,08;9;2,37;-95.385111;40.761736
INV-16508700003;2018-12-21 00:00:00;5626;Corwith Farm Service;205 NW Elm St;Corwith;50430;POINT (-93.957384 42.99274);41;HANCOCK;1082200;Imported Schnapps;421;SAZERAC COMPANY  INC;69636;Dr McGillicuddys Cherry;12;750;;;12;155,88;9;2,37;-93.957384;42.99274
INV-16512000060;2018-12-21 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1062400;Spiced Rum;259;Heaven Hill Brands;43026;Admiral Nelson Spiced Rum;12;750;;;4;34,68;3;0,79;-95.027238;40.739231
INV-16511700015;2018-12-21 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1011200;Straight Bourbon Whiskies;55;SAZERAC NORTH AMERICA;21596;Ten High;12;750;;;12;73,8;9;2,37;-95.037849;40.726808
INV-16512000042;2018-12-21 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1012100;Canadian Whiskies;115;CONSTELLATION BRANDS INC;11771;Black Velvet Mini;10;600;;;1;10,2;0,6;0,15;-95.027238;40.739231
INV-16512500014;2018-12-21 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1011400;Tennessee Whiskies;85;Brown Forman Corp.;26821;Jack Daniels Old #7 Black Label Mini;12;500;;;1;13,59;0,5;0,13;-95.385111;40.761736
INV-16508500007;2018-12-21 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1012100;Canadian Whiskies;55;SAZERAC NORTH AMERICA;12404;Canadian Ltd Whisky;24;375;;;48;147,84;18;4,75;-93.603007;43.105833
INV-16512000067;2018-12-21 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1082000;Imported Cordials & Liqueurs;192;Mast-Jagermeister US, Inc;65254;Jagermeister Liqueur;24;375;;;4;39,12;1,5;0,39;-95.027238;40.739231
INV-16512500018;2018-12-21 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1081600;Whiskey Liqueur;421;SAZERAC COMPANY  INC;64858;Fireball Cinnamon Whiskey Mini Dispenser;1;3000;;;2;90;6;1,58;-95.385111;40.761736
INV-16512500003;2018-12-21 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1011200;Straight Bourbon Whiskies;65;Jim Beam Brands;19021;Jim Beam Black Mini;12;500;;;3;24,3;1,5;0,39;-95.385111;40.761736
INV-16512500071;2018-12-21 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1011200;Straight Bourbon Whiskies;260;DIAGEO AMERICAS;17090;Bulleit Bourbon 10YR;12;750;;;3;103,5;2,25;0,59;-95.385111;40.761736
INV-16511700016;2018-12-21 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1011100;Blended Whiskies;65;Jim Beam Brands;24454;Kessler Blend Whiskey;24;375;;;4;18,92;1,5;0,39;-95.037849;40.726808
INV-16512000068;2018-12-21 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1082000;Imported Cordials & Liqueurs;389;REMY COINTREAU USA INC;65896;Metaxa Ouzo;12;750;;;1;15,74;0,75;0,19;-95.027238;40.739231
INV-16508700008;2018-12-21 00:00:00;5626;Corwith Farm Service;205 NW Elm St;Corwith;50430;POINT (-93.957384 42.99274);41;HANCOCK;1031100;American Vodkas;260;DIAGEO AMERICAS;37414;Popov 80prf;24;375;;;24;108;9;2,37;-93.957384;42.99274
INV-16511700029;2018-12-21 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1062400;Spiced Rum;395;PROXIMO;46504;Kraken Black Spiced Rum;12;750;;;3;47,04;2,25;0,59;-95.037849;40.726808
INV-16512500025;2018-12-21 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1031100;American Vodkas;301;FIFTH GENERATION INC;38176;Titos Handmade Vodka;12;750;;;12;173,52;9;2,37;-95.385111;40.761736
